date,sales_rep,product,units,price,total_sales,city
12/16/2014,Cecilia  Manning ,   Nestle Maxibon Cookie,1,435,435,Trivandrum
12/16/2014,Ivan  Adkins ,   Nestle Toffee Crumble,3,480,1440,Mumbai
12/16/2014,Robert  Munoz ,     Nestle Toffee Crumble,4,262,1048,Delhi
12/16/2014,Fernando  Rowe ,       Nestle Fab,3,496,1488,Ahmedabad
12/16/2014,Edwin  Malone ,    Nestle Aero Mint Potz,6,156,936,Kolkata
12/16/2014,Elbert  Klein ,  Nestle Kit Kat Cone,2,383,766,Cochin
12/16/2014,Isabel  Cross ,     Nestle Aero Mint Potz,1,411,411,Ranchi
12/16/2014,Colleen  Warren ,  Nestle Aero Mint Potz,2,284,568,Ahmedabad
12/16/2014,Elvira  Bowman ,   Nestle Milky Bar Stick,2,125,250,Srinagar
12/16/2014,Robert  Munoz ,      Nestle Fab,2,117,234,Delhi
12/16/2014,Salvador  Bass , Nestle Rowntree Fruit Pastil,1,358,358,Goa
12/16/2014,Willie  Vega ,       Nestle Kit Kat Cone,1,363,363,Delhi
12/16/2014,Guillermo  Potter ,       Nestle Smarties Pop-Up,1,121,121,Nainital
12/16/2014,Christina  Fuller ,       Nestle Smarties Pop-Up,1,225,225,Nagpur
12/16/2014,Dan  Peterson ,        Nestle Rolo Potz,3,243,729,Shimla
12/16/2014,Christina  Fuller ,    Nestle Smarties Pop-Up,1,150,150,Nagpur
12/16/2014,Lee  Mack ,    Nestle Kit Kat Cone,3,279,837,Delhi
12/16/2014,Iris  Underwood ,  Nestle Aero Mint Potz,1,418,418,Pune
12/16/2014,Salvador  Bass ,        Nestle Toffee Crumble,3,221,663,Goa
12/16/2014,Cassandra  Franklin , Nestle Fab,3,367,1101,Delhi
12/16/2014,Lance  Yates , Nestle Aero Mint Potz,1,364,364,Srinagar
12/16/2014,Drew  Rogers ,   Nestle Rowntree Fruit Pastil,3,311,933,Delhi
12/16/2014,Edwin  Malone ,        Nestle Rolo Potz,3,273,819,Kolkata
12/16/2014,Dan  Peterson ,  Nestle Rolo Potz,2,222,444,Shimla
12/16/2014,Max  Rodgers ,  Nestle Toffee Crumble,1,119,119,Nagpur
12/16/2014,Billie  Chandler ,       Nestle Aero Mint Potz,1,403,403,Surat
12/16/2014,Ben  Perez ,    Nestle Smarties Pop-Up,2,393,786,Goa
12/16/2014,Sandra  Floyd , Nestle Rowntree Screamers,16,141,2256,Nainital
12/16/2014,Drew  Rogers ,   Nestle Rowntree Fruit Pastil,24,399,9576,Delhi
12/16/2014,Isabel  Cross ,      Nestle Milky Bar Stick,3,114,342,Ranchi
12/16/2014,Bobbie  Ryan ,      Nestle Maxibon Cookie,2,450,900,Darjeeling
12/16/2014,Andrew  Meyer , Nestle Smarties Pop-Up,12,397,4764,Mumbai
12/16/2014,Eric  Rose ,     Nestle Fab,1,284,284,Mumbai
12/16/2014,Austin  Reynolds , Nestle Aero Mint Potz,3,159,477,Kolkata
12/16/2014,Lorraine  Gibson , Nestle Aero Mint Potz,3,328,984,Kolkata
12/16/2014,Ellen  Weaver ,     Nestle Fab,2,277,554,Hyderabad
12/16/2014,Austin  Reynolds ,       Nestle Kit Kat Cone,3,132,396,Kolkata
12/17/2014,Salvador  Bass ,    Nestle Rolo Potz,3,369,1107,Goa
12/17/2014,Elbert  Klein ,      Nestle Rolo Potz,16,247,3952,Cochin
12/17/2014,Peter  Hodges ,        Nestle Aero Mint Potz,3,265,795,Shimla
12/17/2014,Sandra  Floyd ,       Nestle Smarties Pop-Up,3,448,1344,Nainital
12/17/2014,Cecilia  Manning ,        Nestle Maxibon Cookie,2,300,600,Trivandrum
12/17/2014,Ruben  Nunez ,  Nestle Milky Bar Stick,2,401,802,Ahmedabad
12/17/2014,Robert  Munoz ,   Nestle Smarties Pop-Up,2,352,704,Delhi
12/17/2014,Della  Jensen ,     Nestle Smarties Pop-Up,3,278,834,Patna
12/17/2014,Robert  Munoz , Nestle Rowntree Fruit Pastil,4,499,1996,Delhi
12/17/2014,Paulette  Spencer ,        Nestle Fab,2,258,516,Hyderabad
12/17/2014,Herman  Williams ,  Nestle Rowntree Screamers,3,481,1443,Darjeeling
12/17/2014,Lula  Daniels ,        Nestle Rowntree Screamers,3,313,939,Nainital
12/17/2014,Johanna  Boone ,        Nestle Milky Bar Stick,1,461,461,Mysore
12/17/2014,Ernest  Davis ,       Nestle Aero Mint Potz,6,472,2832,Mumbai
12/17/2014,Isabel  Cross , Nestle Smarties Pop-Up,15,129,1935,Ranchi
12/17/2014,Don  Gonzales ,  Nestle Nobbly Bobbly,3,455,1365,Mysore
12/17/2014,Andrew  Meyer ,     Nestle Aero Mint Potz,2,388,776,Mumbai
12/17/2014,Drew  Rogers , Nestle Milky Bar Stick,2,466,932,Delhi
12/17/2014,Tracy  Reed ,      Nestle Rowntree Fruit Pastil,2,178,356,Agra
12/17/2014,Sylvester  Morales ,     Nestle Milky Bar Stick,17,495,8415,Mumbai
12/17/2014,Austin  Reynolds ,  Nestle Rowntree Screamers,1,254,254,Kolkata
12/17/2014,Christy  Olson , Nestle Fab,2,204,408,Surat
12/17/2014,Cecilia  Manning ,   Nestle Fab,3,474,1422,Trivandrum
12/17/2014,Della  Jensen ,       Nestle Toffee Crumble,1,325,325,Patna
12/17/2014,Guillermo  Potter , Nestle Rowntree Screamers,3,236,708,Nainital
12/17/2014,Don  Gonzales ,     Nestle Smarties Pop-Up,1,111,111,Mysore
12/17/2014,Lula  Daniels ,     Nestle Maxibon Cookie,9,301,2709,Nainital
12/17/2014,Lorraine  Gibson ,   Nestle Rowntree Fruit Pastil,21,209,4389,Kolkata
12/17/2014,Tiffany  May ,    Nestle Toffee Crumble,4,374,1496,Agra
12/17/2014,Robert  Munoz ,        Nestle Toffee Crumble,2,167,334,Delhi
12/17/2014,Iris  Underwood ,      Nestle Smarties Pop-Up,2,418,836,Pune
12/17/2014,Rachel  Gomez ,     Nestle Aero Mint Potz,25,198,4950,Delhi
12/17/2014,Elvira  Bowman ,       Nestle Rolo Potz,3,169,507,Srinagar
12/17/2014,Cassandra  Franklin ,     Nestle Aero Mint Potz,2,339,678,Delhi
12/17/2014,Lula  Daniels ,        Nestle Rowntree Fruit Pastil,1,500,500,Nainital
12/17/2014,Beth  Tucker , Nestle Toffee Crumble,3,482,1446,Pune
12/17/2014,Patty  Thompson ,  Nestle Smarties Pop-Up,2,112,224,Mumbai
12/17/2014,Eric  Rose ,      Nestle Maxibon Cookie,2,483,966,Mumbai
12/17/2014,Patty  Thompson ,     Nestle Maxibon Cookie,1,421,421,Mumbai
12/17/2014,Kyle  Carr ,   Nestle Aero Mint Potz,2,432,864,Delhi
12/17/2014,Della  Jensen ,    Nestle Aero Mint Potz,2,124,248,Patna
12/17/2014,Max  Rodgers ,      Nestle Fab,2,196,392,Nagpur
12/17/2014,Kyle  Carr ,    Nestle Rowntree Screamers,3,364,1092,Delhi
12/17/2014,Sonya  Mullins ,    Nestle Aero Mint Potz,19,354,6726,Kolkata
12/17/2014,Trevor  Jones ,   Nestle Rolo Potz,1,439,439,Pune
12/17/2014,Nellie  Joseph ,      Nestle Toffee Crumble,3,406,1218,Patna
12/17/2014,Cassandra  Franklin ,    Nestle Milky Bar Stick,3,109,327,Delhi
12/17/2014,Don  Gonzales ,  Nestle Fab,1,453,453,Mysore
12/17/2014,Donna  Reid ,     Nestle Milky Bar Stick,3,238,714,Goa
12/17/2014,Rachel  Gomez ,       Nestle Maxibon Cookie,3,197,591,Delhi
12/17/2014,Marian  Hill , Nestle Aero Mint Potz,2,332,664,Trivandrum
12/17/2014,Sylvester  Morales ,       Nestle Smarties Pop-Up,4,414,1656,Mumbai
12/17/2014,Cindy  Becker ,        Nestle Kit Kat Cone,2,408,816,Bangalore
12/17/2014,Shari  Silva ,  Nestle Toffee Crumble,3,486,1458,Mysore
12/17/2014,Cecilia  Manning , Nestle Toffee Crumble,10,122,1220,Trivandrum
12/17/2014,Cindy  Becker ,      Nestle Milky Bar Stick,2,479,958,Bangalore
12/17/2014,Brooke  Horton ,       Nestle Aero Mint Potz,2,206,412,Nainital
12/17/2014,Lorraine  Gibson ,        Nestle Toffee Crumble,2,174,348,Kolkata
12/17/2014,Mable  Lindsey ,       Nestle Toffee Crumble,2,157,314,Ahmedabad
12/17/2014,Della  Jensen ,     Nestle Smarties Pop-Up,2,369,738,Patna
12/17/2014,Shari  Silva ,       Nestle Milky Bar Stick,3,492,1476,Mysore
12/18/2014,Isabel  Cross ,     Nestle Smarties Pop-Up,1,495,495,Ranchi
12/18/2014,Fernando  Rowe ,     Nestle Rolo Potz,2,241,482,Ahmedabad
12/18/2014,Peter  Hodges ,      Nestle Aero Mint Potz,24,142,3408,Shimla
12/18/2014,Salvador  Bass , Nestle Aero Mint Potz,1,237,237,Goa
12/18/2014,Elbert  Klein ,   Nestle Rowntree Fruit Pastil,1,265,265,Cochin
12/18/2014,Rachel  Gomez ,     Nestle Rowntree Screamers,17,420,7140,Delhi
12/18/2014,Elbert  Klein ,        Nestle Maxibon Cookie,1,435,435,Cochin
12/18/2014,Carla  Mccormick ,        Nestle Rowntree Screamers,2,453,906,Varanasi
12/18/2014,Ben  Perez ,       Nestle Maxibon Cookie,2,100,200,Goa
12/18/2014,Drew  Rogers , Nestle Aero Mint Potz,2,192,384,Delhi
12/18/2014,Willie  Vega ,        Nestle Maxibon Cookie,2,215,430,Delhi
12/18/2014,Cassandra  Franklin ,        Nestle Rowntree Fruit Pastil,2,334,668,Delhi
12/18/2014,Brooke  Horton ,     Nestle Rowntree Fruit Pastil,1,109,109,Nainital
12/18/2014,Bobbie  Ryan ,  Nestle Milky Bar Stick,1,236,236,Darjeeling
12/18/2014,Isabel  Cross ,     Nestle Rowntree Fruit Pastil,3,367,1101,Ranchi
12/18/2014,Marian  Hill ,    Nestle Rowntree Fruit Pastil,1,269,269,Trivandrum
12/18/2014,Ruben  Nunez ,  Nestle Aero Mint Potz,1,359,359,Ahmedabad
12/18/2014,Eric  Rose ,      Nestle Kit Kat Cone,3,118,354,Mumbai
12/18/2014,Beth  Tucker ,        Nestle Milky Bar Stick,1,387,387,Pune
12/18/2014,Marian  Hill ,   Nestle Milky Bar Stick,2,143,286,Trivandrum
12/18/2014,Beth  Tucker , Nestle Milky Bar Stick,2,455,910,Pune
12/18/2014,Lynette  Brewer ,      Nestle Rowntree Fruit Pastil,4,204,816,Varanasi
12/18/2014,Elbert  Klein , Nestle Toffee Crumble,2,223,446,Cochin
12/18/2014,Elvira  Bowman ,      Nestle Nobbly Bobbly,1,334,334,Srinagar
12/18/2014,Isabel  Cross ,    Nestle Milky Bar Stick,2,211,422,Ranchi
12/18/2014,Beth  Tucker ,  Nestle Milky Bar Stick,2,104,208,Pune
12/18/2014,Fernando  Rowe ,      Nestle Toffee Crumble,1,111,111,Ahmedabad
12/18/2014,Marion  Glover ,        Nestle Toffee Crumble,2,269,538,Durgapur
12/18/2014,Rachel  Gomez ,     Nestle Aero Mint Potz,1,130,130,Delhi
12/18/2014,Max  Rodgers ,     Nestle Milky Bar Stick,2,402,804,Nagpur
12/18/2014,Andrew  Meyer ,     Nestle Maxibon Cookie,2,413,826,Mumbai
12/18/2014,Robert  Munoz ,  Nestle Milky Bar Stick,2,179,358,Delhi
12/18/2014,Mable  Lindsey ,       Nestle Maxibon Cookie,2,373,746,Ahmedabad
12/18/2014,Drew  Rogers ,    Nestle Milky Bar Stick,1,234,234,Delhi
12/18/2014,Shari  Silva ,   Nestle Milky Bar Stick,1,316,316,Mysore
12/18/2014,Brooke  Horton ,   Nestle Fab,2,446,892,Nainital
12/18/2014,Brooke  Horton ,      Nestle Smarties Pop-Up,2,496,992,Nainital
12/18/2014,Christina  Fuller ,   Nestle Kit Kat Cone,3,444,1332,Nagpur
12/18/2014,Tiffany  May ,     Nestle Maxibon Cookie,3,364,1092,Agra
12/18/2014,Della  Jensen ,     Nestle Fab,3,411,1233,Patna
12/18/2014,Cindy  Becker ,        Nestle Rowntree Fruit Pastil,18,257,4626,Bangalore
12/18/2014,Edwin  Malone ,  Nestle Aero Mint Potz,3,341,1023,Kolkata
12/18/2014,Shari  Silva ,    Nestle Toffee Crumble,1,211,211,Mysore
12/18/2014,Sylvester  Morales , Nestle Toffee Crumble,1,323,323,Mumbai
12/18/2014,Trevor  Jones ,   Nestle Rolo Potz,2,429,858,Pune
12/18/2014,Sonya  Mullins , Nestle Aero Mint Potz,1,377,377,Kolkata
12/18/2014,Rachel  Gomez ,       Nestle Kit Kat Cone,2,190,380,Delhi
12/18/2014,Edwin  Malone ,       Nestle Aero Mint Potz,13,302,3926,Kolkata
12/18/2014,Isabel  Cross ,     Nestle Smarties Pop-Up,3,156,468,Ranchi
12/18/2014,Lynette  Brewer ,  Nestle Fab,3,228,684,Varanasi
12/19/2014,Robert  Munoz ,  Nestle Rolo Potz,19,167,3173,Delhi
12/19/2014,Max  Rodgers ,    Nestle Rolo Potz,12,304,3648,Nagpur
12/19/2014,Brooke  Horton ,      Nestle Kit Kat Cone,1,119,119,Nainital
12/19/2014,Salvador  Bass ,    Nestle Aero Mint Potz,5,413,2065,Goa
12/19/2014,Johanna  Boone ,   Nestle Milky Bar Stick,2,131,262,Mysore
12/19/2014,Ernest  Davis ,      Nestle Fab,1,195,195,Mumbai
12/19/2014,Mable  Lindsey ,    Nestle Rowntree Fruit Pastil,1,416,416,Ahmedabad
12/19/2014,Brooke  Horton ,     Nestle Toffee Crumble,2,367,734,Nainital
12/19/2014,Andrew  Meyer ,    Nestle Rowntree Fruit Pastil,3,439,1317,Mumbai
12/19/2014,Arturo  Francis ,     Nestle Kit Kat Cone,1,422,422,Ranchi
12/19/2014,Robert  Munoz ,        Nestle Nobbly Bobbly,3,180,540,Delhi
12/19/2014,Colleen  Warren ,    Nestle Toffee Crumble,2,332,664,Ahmedabad
12/19/2014,Sandra  Floyd ,   Nestle Rowntree Fruit Pastil,1,466,466,Nainital
12/19/2014,Don  Gonzales ,      Nestle Fab,3,246,738,Mysore
12/19/2014,Marian  Hill ,      Nestle Aero Mint Potz,8,363,2904,Trivandrum
12/19/2014,Rachel  Gomez ,       Nestle Milky Bar Stick,24,161,3864,Delhi
12/19/2014,Edwin  Malone , Nestle Fab,3,465,1395,Kolkata
12/19/2014,Patty  Thompson ,  Nestle Nobbly Bobbly,1,415,415,Mumbai
12/19/2014,Andrew  Meyer ,        Nestle Milky Bar Stick,2,402,804,Mumbai
12/19/2014,Tracy  Reed , Nestle Toffee Crumble,1,431,431,Agra
12/19/2014,Max  Rodgers ,  Nestle Smarties Pop-Up,2,376,752,Nagpur
12/19/2014,Nellie  Joseph ,    Nestle Rowntree Fruit Pastil,3,306,918,Patna
12/19/2014,Lee  Mack ,   Nestle Toffee Crumble,3,335,1005,Delhi
12/19/2014,Felicia  Jennings ,      Nestle Smarties Pop-Up,3,136,408,Pune
12/19/2014,Willie  Vega ,        Nestle Rowntree Fruit Pastil,3,492,1476,Delhi
12/19/2014,Ruben  Nunez ,        Nestle Smarties Pop-Up,2,462,924,Ahmedabad
12/19/2014,Della  Jensen ,  Nestle Kit Kat Cone,3,171,513,Patna
12/19/2014,Nellie  Joseph ,      Nestle Rowntree Fruit Pastil,1,430,430,Patna
12/19/2014,Herman  Williams ,      Nestle Fab,11,303,3333,Darjeeling
12/19/2014,Ellen  Weaver ,   Nestle Rowntree Fruit Pastil,3,154,462,Hyderabad
12/19/2014,Max  Rodgers ,  Nestle Milky Bar Stick,2,337,674,Nagpur
12/19/2014,Eric  Rose , Nestle Aero Mint Potz,1,401,401,Mumbai
12/19/2014,Colleen  Warren ,       Nestle Maxibon Cookie,3,101,303,Ahmedabad
12/19/2014,Della  Jensen ,       Nestle Smarties Pop-Up,3,485,1455,Patna
12/19/2014,Drew  Rogers ,   Nestle Rowntree Fruit Pastil,3,225,675,Delhi
12/19/2014,Isabel  Cross ,  Nestle Toffee Crumble,9,246,2214,Ranchi
12/19/2014,Drew  Rogers ,    Nestle Milky Bar Stick,3,128,384,Delhi
12/19/2014,Shari  Silva ,  Nestle Kit Kat Cone,12,360,4320,Mysore
12/19/2014,Herman  Williams ,     Nestle Rowntree Fruit Pastil,1,469,469,Darjeeling
12/19/2014,Isabel  Cross ,        Nestle Rowntree Fruit Pastil,3,253,759,Ranchi
12/19/2014,Willie  Vega ,      Nestle Milky Bar Stick,2,339,678,Delhi
12/19/2014,Andrew  Meyer ,       Nestle Milky Bar Stick,3,168,504,Mumbai
12/19/2014,Drew  Rogers ,     Nestle Toffee Crumble,2,184,368,Delhi
12/19/2014,Bobbie  Ryan , Nestle Fab,1,118,118,Darjeeling
12/19/2014,Peter  Hodges ,     Nestle Fab,1,285,285,Shimla
12/19/2014,Patty  Thompson ,  Nestle Milky Bar Stick,2,411,822,Mumbai
12/19/2014,Willie  Vega ,        Nestle Rowntree Fruit Pastil,3,348,1044,Delhi
12/19/2014,Dan  Peterson ,      Nestle Milky Bar Stick,5,306,1530,Shimla
12/19/2014,Trevor  Jones , Nestle Milky Bar Stick,8,127,1016,Pune
12/19/2014,Beth  Tucker ,   Nestle Maxibon Cookie,3,236,708,Pune
12/19/2014,Cassandra  Franklin ,     Nestle Rowntree Fruit Pastil,2,372,744,Delhi
12/20/2014,Elvira  Bowman ,  Nestle Smarties Pop-Up,3,418,1254,Srinagar
12/20/2014,Shari  Silva ,        Nestle Smarties Pop-Up,4,121,484,Mysore
12/20/2014,Sonya  Mullins ,        Nestle Aero Mint Potz,2,182,364,Kolkata
12/20/2014,Ben  Perez ,     Nestle Rowntree Fruit Pastil,3,402,1206,Goa
12/20/2014,Paulette  Spencer ,   Nestle Fab,2,131,262,Hyderabad
12/20/2014,Woodrow  Colon ,       Nestle Nobbly Bobbly,3,478,1434,Cochin
12/20/2014,Trevor  Jones ,       Nestle Toffee Crumble,1,346,346,Pune
12/20/2014,Brooke  Horton ,   Nestle Smarties Pop-Up,4,114,456,Nainital
12/20/2014,Bobbie  Ryan ,      Nestle Smarties Pop-Up,2,473,946,Darjeeling
12/20/2014,Robert  Munoz ,      Nestle Fab,1,488,488,Delhi
12/20/2014,Blake  Bridges ,        Nestle Nobbly Bobbly,3,399,1197,Cochin
12/20/2014,Carla  Mccormick ,    Nestle Rowntree Screamers,3,228,684,Varanasi
12/20/2014,Edwin  Malone ,     Nestle Milky Bar Stick,1,311,311,Kolkata
12/20/2014,Pauline  Beck , Nestle Fab,1,497,497,Pune
12/20/2014,Rachel  Gomez ,       Nestle Milky Bar Stick,3,229,687,Delhi
12/20/2014,Lynette  Brewer ,    Nestle Kit Kat Cone,1,418,418,Varanasi
12/20/2014,Drew  Rogers ,     Nestle Fab,2,113,226,Delhi
12/20/2014,Iris  Underwood ,    Nestle Milky Bar Stick,2,451,902,Pune
12/20/2014,Robert  Munoz , Nestle Aero Mint Potz,1,232,232,Delhi
12/20/2014,Jaime  Pearson ,   Nestle Fab,2,247,494,Jodhpur
12/20/2014,Lynette  Brewer ,  Nestle Rowntree Fruit Pastil,3,429,1287,Varanasi
12/20/2014,Christina  Fuller ,      Nestle Aero Mint Potz,2,174,348,Nagpur
12/20/2014,Mable  Lindsey ,     Nestle Nobbly Bobbly,2,218,436,Ahmedabad
12/20/2014,Paulette  Spencer , Nestle Fab,2,298,596,Hyderabad
12/20/2014,Lee  Mack ,   Nestle Milky Bar Stick,3,196,588,Delhi
12/20/2014,Bethany  Pena ,    Nestle Aero Mint Potz,3,181,543,Nagpur
12/20/2014,Sonya  Mullins ,    Nestle Smarties Pop-Up,3,428,1284,Kolkata
12/20/2014,Christy  Olson ,        Nestle Maxibon Cookie,19,118,2242,Surat
12/20/2014,Max  Rodgers ,      Nestle Rolo Potz,22,218,4796,Nagpur
12/20/2014,Jaime  Pearson ,      Nestle Rolo Potz,2,259,518,Jodhpur
12/20/2014,Andrew  Meyer ,     Nestle Maxibon Cookie,3,388,1164,Mumbai
12/20/2014,Drew  Rogers ,        Nestle Rowntree Fruit Pastil,3,116,348,Delhi
12/20/2014,Beth  Tucker , Nestle Milky Bar Stick,1,377,377,Pune
12/20/2014,Brooke  Horton ,  Nestle Rowntree Fruit Pastil,24,115,2760,Nainital
12/20/2014,Salvador  Bass ,     Nestle Aero Mint Potz,3,200,600,Goa
12/20/2014,Cindy  Becker ,      Nestle Maxibon Cookie,2,468,936,Bangalore
12/20/2014,Cassandra  Franklin ,   Nestle Smarties Pop-Up,4,247,988,Delhi
12/20/2014,Max  Rodgers ,       Nestle Toffee Crumble,9,128,1152,Nagpur
12/20/2014,Lee  Mack ,        Nestle Rowntree Fruit Pastil,2,233,466,Delhi
12/20/2014,Shari  Silva ,     Nestle Smarties Pop-Up,1,293,293,Mysore
12/20/2014,Robert  Munoz ,      Nestle Aero Mint Potz,17,412,7004,Delhi
12/20/2014,Ernest  Davis , Nestle Smarties Pop-Up,4,184,736,Mumbai
12/20/2014,Cassandra  Franklin ,       Nestle Milky Bar Stick,2,305,610,Delhi
12/20/2014,Salvador  Bass ,    Nestle Maxibon Cookie,1,359,359,Goa
12/20/2014,Shari  Silva ,       Nestle Toffee Crumble,3,436,1308,Mysore
12/20/2014,Lynette  Brewer ,  Nestle Fab,1,134,134,Varanasi
12/20/2014,Ernest  Davis , Nestle Smarties Pop-Up,2,438,876,Mumbai
12/20/2014,Sylvester  Morales ,   Nestle Kit Kat Cone,3,219,657,Mumbai
12/20/2014,Elbert  Klein ,   Nestle Nobbly Bobbly,1,485,485,Cochin
12/20/2014,Salvador  Bass , Nestle Rowntree Screamers,2,296,592,Goa
12/21/2014,Christina  Fuller ,      Nestle Milky Bar Stick,2,253,506,Nagpur
12/21/2014,Rachel  Gomez , Nestle Rolo Potz,8,112,896,Delhi
12/21/2014,Paulette  Spencer ,       Nestle Aero Mint Potz,2,170,340,Hyderabad
12/21/2014,Sandra  Floyd ,      Nestle Rowntree Screamers,3,170,510,Nainital
12/21/2014,Woodrow  Colon ,   Nestle Rolo Potz,3,213,639,Cochin
12/21/2014,Austin  Reynolds ,      Nestle Smarties Pop-Up,2,283,566,Kolkata
12/21/2014,Shari  Silva ,     Nestle Smarties Pop-Up,9,496,4464,Mysore
12/21/2014,Della  Jensen ,        Nestle Aero Mint Potz,3,259,777,Patna
12/21/2014,Peter  Hodges , Nestle Milky Bar Stick,2,189,378,Shimla
12/21/2014,Trevor  Jones ,  Nestle Smarties Pop-Up,3,213,639,Pune
12/21/2014,Beth  Tucker ,     Nestle Aero Mint Potz,2,289,578,Pune
12/21/2014,Ben  Perez ,     Nestle Smarties Pop-Up,1,406,406,Goa
12/21/2014,Felicia  Jennings ,        Nestle Rowntree Screamers,13,232,3016,Pune
12/21/2014,Ellen  Weaver ,       Nestle Milky Bar Stick,2,450,900,Hyderabad
12/21/2014,Tiffany  May ,    Nestle Toffee Crumble,2,115,230,Agra
12/21/2014,Billie  Chandler ,        Nestle Kit Kat Cone,2,344,688,Surat
12/21/2014,Tracy  Reed ,    Nestle Rowntree Fruit Pastil,2,261,522,Agra
12/21/2014,Cassandra  Franklin ,     Nestle Toffee Crumble,1,463,463,Delhi
12/21/2014,Herman  Williams ,    Nestle Milky Bar Stick,2,248,496,Darjeeling
12/21/2014,Bobbie  Ryan ,        Nestle Smarties Pop-Up,12,121,1452,Darjeeling
12/21/2014,Trevor  Jones ,       Nestle Smarties Pop-Up,3,421,1263,Pune
12/21/2014,Andrew  Meyer ,    Nestle Rowntree Fruit Pastil,2,276,552,Mumbai
12/21/2014,Cindy  Becker ,        Nestle Fab,1,182,182,Bangalore
12/21/2014,Salvador  Bass ,       Nestle Maxibon Cookie,2,381,762,Goa
12/21/2014,Pauline  Beck ,       Nestle Milky Bar Stick,1,400,400,Pune
12/21/2014,Edwin  Malone ,    Nestle Toffee Crumble,2,210,420,Kolkata
12/21/2014,Rachel  Gomez ,       Nestle Milky Bar Stick,3,296,888,Delhi
12/21/2014,Herman  Williams ,      Nestle Rowntree Fruit Pastil,2,286,572,Darjeeling
12/21/2014,Lula  Daniels ,       Nestle Aero Mint Potz,2,292,584,Nainital
12/21/2014,Johanna  Boone ,       Nestle Smarties Pop-Up,2,470,940,Mysore
12/21/2014,Charlie  Wood ,      Nestle Smarties Pop-Up,2,378,756,Agra
12/21/2014,Ruben  Nunez ,      Nestle Kit Kat Cone,3,200,600,Ahmedabad
12/21/2014,Isabel  Cross ,  Nestle Kit Kat Cone,2,499,998,Ranchi
12/21/2014,Jaime  Pearson ,      Nestle Milky Bar Stick,3,210,630,Jodhpur
12/21/2014,Sandra  Floyd ,    Nestle Rowntree Screamers,3,226,678,Nainital
12/21/2014,Cindy  Becker ,    Nestle Smarties Pop-Up,3,127,381,Bangalore
12/21/2014,Isabel  Cross ,      Nestle Aero Mint Potz,3,214,642,Ranchi
12/21/2014,Sandra  Floyd ,        Nestle Smarties Pop-Up,2,394,788,Nainital
12/21/2014,Jenny  Garcia ,    Nestle Toffee Crumble,2,111,222,Shimla
12/21/2014,Robert  Munoz ,  Nestle Maxibon Cookie,12,402,4824,Delhi
12/21/2014,Della  Jensen ,     Nestle Aero Mint Potz,1,334,334,Patna
12/21/2014,Trevor  Jones ,    Nestle Rowntree Fruit Pastil,3,242,726,Pune
12/21/2014,Pauline  Beck ,     Nestle Rolo Potz,3,410,1230,Pune
12/21/2014,Max  Rodgers ,        Nestle Maxibon Cookie,3,416,1248,Nagpur
12/21/2014,Cassandra  Franklin ,   Nestle Milky Bar Stick,1,312,312,Delhi
12/21/2014,Lee  Mack , Nestle Toffee Crumble,2,218,436,Delhi
12/21/2014,Robert  Munoz ,       Nestle Smarties Pop-Up,4,175,700,Delhi
12/21/2014,Salvador  Bass ,     Nestle Nobbly Bobbly,2,289,578,Goa
12/21/2014,Billie  Chandler ,  Nestle Milky Bar Stick,1,138,138,Surat
12/21/2014,Cindy  Becker ,   Nestle Aero Mint Potz,3,407,1221,Bangalore
12/21/2014,Pauline  Beck ,  Nestle Aero Mint Potz,3,327,981,Pune
12/21/2014,Cassandra  Franklin ,  Nestle Milky Bar Stick,2,335,670,Delhi
12/21/2014,Patty  Thompson ,  Nestle Smarties Pop-Up,2,448,896,Mumbai
12/21/2014,Arturo  Francis ,        Nestle Smarties Pop-Up,1,322,322,Ranchi
12/21/2014,Sylvester  Morales ,       Nestle Rowntree Fruit Pastil,1,149,149,Mumbai
12/21/2014,Felicia  Jennings ,    Nestle Rolo Potz,3,478,1434,Pune
12/21/2014,Isabel  Cross ,    Nestle Kit Kat Cone,1,472,472,Ranchi
12/21/2014,Allan  Ramos ,   Nestle Fab,2,362,724,Jodhpur
12/21/2014,Dan  Peterson ,   Nestle Rowntree Fruit Pastil,1,492,492,Shimla
12/21/2014,Cindy  Becker ,      Nestle Smarties Pop-Up,3,228,684,Bangalore
12/21/2014,Guillermo  Potter ,  Nestle Milky Bar Stick,2,222,444,Nainital
12/21/2014,Austin  Reynolds ,      Nestle Milky Bar Stick,2,426,852,Kolkata
12/21/2014,Sandra  Floyd ,       Nestle Rowntree Fruit Pastil,16,386,6176,Nainital
12/21/2014,Max  Rodgers ,      Nestle Maxibon Cookie,2,287,574,Nagpur
12/21/2014,Blake  Bridges ,   Nestle Aero Mint Potz,23,391,8993,Cochin
12/21/2014,Drew  Rogers ,  Nestle Milky Bar Stick,3,169,507,Delhi
12/21/2014,Drew  Rogers ,  Nestle Milky Bar Stick,16,147,2352,Delhi
12/21/2014,Iris  Underwood ,    Nestle Milky Bar Stick,1,156,156,Pune
12/21/2014,Jaime  Pearson ,     Nestle Rolo Potz,3,219,657,Jodhpur
12/22/2014,Robert  Munoz ,       Nestle Fab,2,208,416,Delhi
12/22/2014,Robert  Munoz ,       Nestle Smarties Pop-Up,3,254,762,Delhi
12/22/2014,Eric  Rose ,      Nestle Fab,2,162,324,Mumbai
